150	1200
169	1200
188	1200
206	1200
225	1200
244	1200
263	1200
281	1200
300	1200
319	1200
338	1200
356	1200
375	1200
394	1200
413	1200
431	1200
450	1200
469	1200
488	1200
506	1200
525	1200
544	1200
563	1200
581	1200
600	1200
619	1200
638	1200
656	1200
675	1200
694	1200
713	1200
731	1200
750	1200
900	2100
900	2116
900	2132
900	2148
900	2164
900	2181
900	2197
900	2213
900	2229
900	2245
900	2261
900	2277
900	2293
900	2309
900	2325
900	2342
900	2358
900	2374
900	2390
900	2406
900	2422
900	2438
900	2454
900	2470
900	2486
900	2503
900	2519
900	2535
900	2551
900	2567
900	2583
900	2599
900	2615
900	2631
900	2647
900	2664
900	2680
900	2696
900	2712
900	2728
900	2744
900	2760
900	2776
900	2792
900	2808
900	2825
900	2841
900	2857
900	2873
900	2889
900	2905
900	2921
900	2937
900	2953
900	2969
900	2986
900	3002
900	3018
900	3034
900	3050
750	3200
731	3200
713	3200
694	3200
675	3200
656	3200
638	3200
619	3200
600	3200
581	3200
563	3200
544	3200
525	3200
506	3200
488	3200
469	3200
450	3200
431	3200
413	3200
394	3200
375	3200
356	3200
338	3200
319	3200
300	3200
281	3200
263	3200
244	3200
225	3200
206	3200
188	3200
169	3200
150	3200
