900	1200
917	1200
935	1200
952	1200
970	1200
987	1200
1004	1200
1022	1200
1039	1200
1057	1200
1074	1200
1092	1200
1109	1200
1126	1200
1144	1200
1161	1200
1179	1200
1196	1200
1213	1200
1231	1200
1248	1200
1266	1200
1283	1200
1300	1200
1318	1200
1335	1200
1353	1200
1370	1200
1388	1200
1405	1200
1422	1200
1440	1200
1457	1200
1475	1200
1492	1200
1509	1200
1527	1200
1544	1200
1562	1200
1579	1200
1596	1200
1614	1200
1631	1200
1649	1200
1666	1200
1683	1200
1701	1200
1718	1200
1736	1200
1753	1200
1771	1200
1788	1200
1805	1200
1823	1200
1840	1200
1858	1200
1875	1200
1892	1200
1910	1200
1927	1200
1945	1200
1962	1200
1979	1200
1997	1200
2014	1200
2032	1200
2049	1200
2067	1200
2084	1200
2101	1200
2119	1200
2136	1200
2154	1200
2171	1200
2188	1200
2206	1200
2223	1200
2241	1200
2258	1200
2275	1200
2293	1200
2310	1200
2328	1200
2345	1200
2363	1200
2380	1200
2397	1200
2415	1200
2432	1200
2450	1200
2467	1200
2484	1200
2502	1200
2519	1200
2537	1200
2554	1200
2571	1200
2589	1200
2606	1200
2624	1200
2641	1200
2658	1200
2676	1200
2693	1200
2711	1200
2728	1200
2746	1200
2763	1200
2780	1200
2798	1200
2815	1200
2833	1200
2850	1200
3000	1350
3000	1368
3000	1385
3000	1403
3000	1420
3000	1438
3000	1455
3000	1473
3000	1490
3000	1508
3000	1525
3000	1543
3000	1560
3000	1578
3000	1595
3000	1613
3000	1630
3000	1648
3000	1665
3000	1683
3000	1700
3000	1718
3000	1735
3000	1753
3000	1770
3000	1788
3000	1805
3000	1823
3000	1840
3000	1858
3000	1875
3000	1893
3000	1910
